Geração;Fitness;
0;784921,9720290754;
0;785718,7327327839;
0;694483,4865180793;
1;694483,4865180793;
2;693402,6099817252;
3;693402,6099817252;
4;693402,6099817252;
5;693402,6099817252;
6;693402,6099817252;
7;693402,6099817252;
